,No,Sell to Customer No,Ship-to Code,Ship-to County,Posting Date,Customer Posting Group,Salesperson Code,Gen Bus Posting Group,Order Type ID,Is DI Drop Ship,Clean Ship-to County
212,SCM+030017,1WALKE,DEFAULT,MA,2010-10-15 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
213,SCM+030018,1WALKE,DEFAULT,MA,2010-10-15 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
214,SCM+030019,1WALKE,DEFAULT,MA,2010-10-15 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
215,SCM+030020,1WALKE,DEFAULT,MA,2010-10-15 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
216,SCM+030391,1WALKE,DEFAULT,MA,2010-11-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
217,SCM+030396,1WALKE,DEFAULT,MA,2010-11-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
218,SCM+030397,1WALKE,DEFAULT,MA,2010-11-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
219,SCM+030398,1WALKE,DEFAULT,MA,2010-11-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
220,SCM+030446,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
221,SCM+030447,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
222,SCM+030448,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
223,SCM+030449,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
224,SCM+030450,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
225,SCM+030451,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
226,SCM+030452,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
227,SCM+030453,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
228,SCM+030454,1WALKE,DEFAULT,MA,2010-11-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
229,SCM+030509,1WALKE,DEFAULT,MA,2010-11-29 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
230,SCM+030510,1WALKE,DEFAULT,MA,2010-11-29 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
231,SCM+030511,1WALKE,DEFAULT,MA,2010-11-29 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
232,SCM+030512,1WALKE,DEFAULT,MA,2010-11-29 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
233,SCM+030513,1WALKE,DEFAULT,MA,2010-11-29 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
234,SCM+030514,1WALKE,DEFAULT,MA,2010-11-29 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
235,SCM+030751,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
236,SCM+030752,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
237,SCM+030753,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
238,SCM+030754,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
239,SCM+030755,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
240,SCM+030756,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
241,SCM+030757,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
242,SCM+030758,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
243,SCM+030759,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
244,SCM+030762,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
245,SCM+030763,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
246,SCM+030764,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
247,SCM+030765,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
248,SCM+030766,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
249,SCM+030767,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
250,SCM+030768,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
251,SCM+030769,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
252,SCM+030770,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
253,SCM+030771,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
254,SCM+030772,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
255,SCM+030773,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
256,SCM+030774,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
257,SCM+030775,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
258,SCM+030776,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
259,SCM+030777,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
260,SCM+030778,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
261,SCM+030779,1WALKE,DEFAULT,MA,2010-12-16 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
262,SCM+030780,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
263,SCM+030781,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
264,SCM+030782,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
265,SCM+030783,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
266,SCM+030784,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
267,SCM+030785,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
268,SCM+030786,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
269,SCM+030787,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
270,SCM+030788,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
271,SCM+030789,1WALKE,DEFAULT,MA,2010-12-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
272,SCM+030939,1WALKE,DEFAULT,MA,2010-12-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
273,SCM+030942,1WALKE,DEFAULT,MA,2010-12-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
274,SCM+030943,1WALKE,DEFAULT,MA,2010-12-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
275,SCM+031076,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
276,SCM+031079,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
277,SCM+031080,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
278,SCM+031081,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
279,SCM+031082,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
280,SCM+031084,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
281,SCM+031085,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
282,SCM+031086,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
283,SCM+031087,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
284,SCM+031088,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
285,SCM+031089,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
286,SCM+031090,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
287,SCM+031091,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
288,SCM+031092,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
289,SCM+031093,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
290,SCM+031094,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
291,SCM+031095,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
292,SCM+031096,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
293,SCM+031097,1WALKE,DEFAULT,MA,2011-01-10 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
294,SCM+031285,1WALKE,DEFAULT,MA,2011-01-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
295,SCM+031286,1WALKE,DEFAULT,MA,2011-01-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
296,SCM+031287,1WALKE,DEFAULT,MA,2011-01-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
297,SCM+031288,1WALKE,DEFAULT,MA,2011-01-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
298,SCM+031585,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
299,SCM+031586,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
300,SCM+031588,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
301,SCM+031589,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
302,SCM+031590,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
303,SCM+031591,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
304,SCM+031592,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
305,SCM+031593,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
306,SCM+031594,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
307,SCM+031595,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
308,SCM+031596,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
309,SCM+031597,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
310,SCM+031598,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
311,SCM+031599,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
312,SCM+031600,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
313,SCM+031601,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
314,SCM+031602,1WALKE,DEFAULT,MA,2011-02-23 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
315,SCM+031604,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
316,SCM+031605,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
317,SCM+031606,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
318,SCM+031607,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
319,SCM+031608,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
320,SCM+031609,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
321,SCM+031610,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
322,SCM+031611,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
323,SCM+031612,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
324,SCM+031613,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
325,SCM+031614,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
326,SCM+031615,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
327,SCM+031618,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
328,SCM+031619,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
329,SCM+031620,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
330,SCM+031621,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
331,SCM+031622,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
332,SCM+031623,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
333,SCM+031624,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
334,SCM+031625,1WALKE,DEFAULT,MA,2011-02-24 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
335,SCM+031679,1WALKE,DEFAULT,MA,2011-03-02 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
336,SCM+031680,1WALKE,DEFAULT,MA,2011-03-02 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
337,SCM+031681,1WALKE,DEFAULT,MA,2011-03-02 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
338,SCM+031682,1WALKE,DEFAULT,MA,2011-03-02 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
339,SCM+031683,1WALKE,DEFAULT,MA,2011-03-02 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
340,SCM+031858,1WALKE,DEFAULT,MA,2011-03-17 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
341,SCM+032085,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
342,SCM+032086,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
343,SCM+032087,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
344,SCM+032088,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
345,SCM+032089,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
346,SCM+032090,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
347,SCM+032091,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
348,SCM+032092,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
349,SCM+032093,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
350,SCM+032094,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
351,SCM+032095,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
352,SCM+032096,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
353,SCM+032097,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
354,SCM+032098,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
355,SCM+032099,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
356,SCM+032102,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
357,SCM+032103,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
358,SCM+032104,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
359,SCM+032105,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
360,SCM+032106,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
361,SCM+032107,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
362,SCM+032108,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
363,SCM+032109,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
364,SCM+032110,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
365,SCM+032111,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
366,SCM+032112,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
367,SCM+032113,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
368,SCM+032114,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
369,SCM+032115,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
370,SCM+032116,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
371,SCM+032117,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
372,SCM+032118,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
373,SCM+032119,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
374,SCM+032120,1WALKE,DEFAULT,MA,2011-04-13 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
375,SCM+032219,1WALKE,DEFAULT,MA,2011-04-25 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
376,SCM+032225,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
377,SCM+032226,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
378,SCM+032227,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
379,SCM+032228,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
380,SCM+032229,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
381,SCM+032230,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
382,SCM+032231,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
383,SCM+032232,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
384,SCM+032233,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
385,SCM+032234,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
386,SCM+032235,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
387,SCM+032236,1WALKE,DEFAULT,MA,2011-04-26 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
388,SCM+032471,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
389,SCM+032472,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
390,SCM+032473,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
391,SCM+032474,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
392,SCM+032475,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
393,SCM+032476,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
394,SCM+032477,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
395,SCM+032478,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
396,SCM+032479,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
397,SCM+032480,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
398,SCM+032481,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
399,SCM+032482,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
400,SCM+032483,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
401,SCM+032484,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
402,SCM+032485,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
403,SCM+032486,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
404,SCM+032487,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
405,SCM+032488,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
406,SCM+032489,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
407,SCM+032490,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
408,SCM+032491,1WALKE,DEFAULT,MA,2011-05-19 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
409,SCM+032492,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
410,SCM+032493,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
411,SCM+032494,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
412,SCM+032495,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
413,SCM+032496,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
414,SCM+032497,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
415,SCM+032498,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
416,SCM+032499,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
417,SCM+032500,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
418,SCM+032501,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
419,SCM+032502,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
420,SCM+032503,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
421,SCM+032504,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
422,SCM+032505,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
423,SCM+032506,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
424,SCM+032507,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
425,SCM+032508,1WALKE,DEFAULT,MA,2011-05-20 00:00:00.000,1NATIONAL,MPE,NATWHO,0,No,MA
